textbox25,textbox53,textbox24,textbox52,textbox54,textbox28,textbox48,textbox27,textbox49,textbox26,textbox50,textbox1,textbox2
DISPATCH MINERA LOS PELAMBRES,Inicio turno,01-ENE-2026 A,Fin turno,13-ENE-2026 B,Reporte creado el,"martes, 13 de enero de 2026",Tiempo,12:08:23,Generado por,SANTIAGO\amsrsalinasp,Generado en (segundos),15

FullShiftName,Equipo,Metros,Tp__Efectivo,Demora_Prog,Demora_Nprog,Reserva,Mant__Prog,Mant__Nprog,ID_UEBD,ID_Disp__Física,ID_Disp__Mecánica,Textbox40,Textbox41,Textbox42,Textbox43,Textbox44,Textbox45,Textbox46,Textbox47,Textbox48,Textbox49,Textbox28,Textbox29,Textbox30,Textbox31,Textbox32,Textbox33,Textbox34,Textbox35,Textbox36,Textbox37
03-ENE-2026 B,PF-24,"1,698.9",0.0,12.4,4.8,0.0,0.0,0.0,0.0,100.0,100.0,"22,741.2",2.6,85.4,276.1,93.3,0.0,140.9,58.1,568.4,568.4,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
03-ENE-2026 B,PF-25,"2,544.7",0.0,0.0,1.6,59.5,0.0,133.4,0.0,31.4,31.4,"22,741.2",2.6,85.4,276.1,93.3,0.0,140.9,58.1,568.4,568.4,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
04-ENE-2026 A,PF03,"1,814.5",0.0,0.0,12.0,0.0,0.0,0.0,0.0,100.0,100.0,"21,042.3",0.0,54.4,504.7,0.0,0.0,93.4,0.0,574.0,574.0,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
04-ENE-2026 A,PF-07,"7,839.0",0.0,11.8,11.4,0.0,0.0,0.0,0.0,100.0,100.0,"21,042.3",0.0,54.4,504.7,0.0,0.0,93.4,0.0,574.0,574.0,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
04-ENE-2026 A,PF-21,"3,266.1",0.0,0.0,365.0,0.0,0.0,84.9,0.0,81.1,81.1,"21,042.3",0.0,54.4,504.7,0.0,0.0,93.4,0.0,574.0,574.0,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
04-ENE-2026 A,PF-22,"2,869.0",0.0,0.0,13.1,0.0,0.0,0.0,0.0,100.0,100.0,"21,042.3",0.0,54.4,504.7,0.0,0.0,93.4,0.0,574.0,574.0,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
04-ENE-2026 A,PF-23,"2,709.1",0.0,31.5,4.1,0.0,0.0,0.0,0.0,100.0,100.0,"21,042.3",0.0,54.4,504.7,0.0,0.0,93.4,0.0,574.0,574.0,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
04-ENE-2026 A,PF-25,"2,544.7",0.0,11.2,99.1,0.0,0.0,8.5,0.0,92.9,92.9,"21,042.3",0.0,54.4,504.7,0.0,0.0,93.4,0.0,574.0,574.0,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
04-ENE-2026 B,PF03,"1,814.5",6.2,2.0,3.7,0.0,0.0,0.0,52.0,100.0,100.0,"26,521.6",6.2,110.5,339.1,33.2,0.0,101.5,52.0,730.6,730.6,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
04-ENE-2026 B,PF-07,"7,839.0",0.0,8.7,45.9,0.0,0.0,0.0,0.0,100.0,100.0,"26,521.6",6.2,110.5,339.1,33.2,0.0,101.5,52.0,730.6,730.6,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
